Methods	0.05	0.075	0.1	0.125	0.15	0.175	0.2	0.225	0.25	0.275
MTCSC_Uni	0.0015	0.0074	0.0024	0.0034	0.0076	0.0047	0.0102	0.0084	0.0162	0.0112
SCREEN	0.0375	0.0476	0.0561	0.065	0.0723	0.079	0.0854	0.0927	0.0998	0.1062
SpeedAcc	0.036	0.045	0.0521	0.0595	0.0654	0.0703	0.075	0.0806	0.0858	0.091
EWMA	0.0508	0.0575	0.0646	0.0757	0.086	0.0929	0.1027	0.1096	0.1197	0.1324
LsGreedy	0.0091	0.0158	0.0153	0.0246	0.0361	0.0465	0.0565	0.1152	0.3507	0.4576
P-Single-Soft	0.0036	0.0135	0.0089	0.0161	0.0151	0.0165	0.0236	0.0436	0.0445	0.0643
S-Multi-Soft	0.0014	0.0073	0.006	0.0021	0.0071	0.0038	0.0074	0.0045	0.0077	0.0047
C-Soft	0.0006	0.0064	0.0049	0.0008	0.0059	0.0024	0.006	0.003	0.0063	0.0031
