Methods	0.05	0.075	0.1	0.125	0.15	0.175	0.2	0.225	0.25	0.275
MTCSC_Uni	0.0023	0.003	0.0041	0.0042	0.0068	0.0057	0.0073	0.0108	0.0113	0.0142
SCREEN	0.0262	0.032	0.0387	0.0444	0.0492	0.0538	0.0593	0.0626	0.0681	0.0726
SpeedAcc	0.0254	0.0307	0.0368	0.0421	0.0461	0.0504	0.0553	0.0582	0.063	0.0669
EWMA	0.0263	0.0282	0.0318	0.0349	0.0375	0.0404	0.0445	0.0475	0.0513	0.0552
LsGreedy	0.0011	0.0012	0.0023	0.0043	0.0055	0.0072	0.011	0.0159	0.0245	0.0281
P-Single-Soft	0.0033	0.0028	0.0034	0.0067	0.0057	0.0064	0.0071	0.011	0.0139	0.0168
S-Multi-Soft	0.0023	0.0029	0.0034	0.0037	0.0045	0.0045	0.0053	0.0066	0.0067	0.0078
C-Soft	0.0011	0.0014	0.0017	0.0019	0.0024	0.0038	0.0039	0.0065	0.0083	0.0085
