Methods	0.05	0.075	0.1	0.125	0.15	0.175	0.2	0.225	0.25	0.275
MTCSC_Uni	0.0005	0.0007	0.001	0.0012	0.0014	0.0019	0.0022	0.0031	0.0043	0.0055
SCREEN	0.0099	0.0145	0.0188	0.0226	0.0267	0.0308	0.034	0.0373	0.0406	0.0436
SpeedAcc	0.01	0.0148	0.0192	0.0231	0.0273	0.0316	0.035	0.0385	0.0418	0.0452
EWMA	0.0137	0.0148	0.0167	0.0189	0.0207	0.0233	0.025	0.0269	0.0295	0.0315
LsGreedy	0.0006	0.0006	0.0008	0.0011	0.0016	0.0024	0.0035	0.0108	0.0196	0.0286
P-Single-Soft	0.0005	0.0007	0.0009	0.0011	0.0013	0.0016	0.0018	0.0023	0.003	0.0033
S-Multi-Soft	0.0005	0.0007	0.0009	0.0011	0.0013	0.0015	0.0018	0.0021	0.0024	0.0028
C-Soft	0.0003	0.0004	0.0006	0.0006	0.0009	0.0009	0.0012	0.0015	0.0019	0.0021
