Methods	0.05	0.075	0.1	0.125	0.15	0.175	0.2	0.225	0.25	0.275
MTCSC_Uni	0.971	0.9723	0.9729	0.9717	0.9732	0.9699	0.9685	0.9609	0.9517	0.9435
SCREEN	0.5696	0.576	0.5818	0.5919	0.5951	0.5997	0.604	0.6073	0.6137	0.6176
SpeedAcc	0.567	0.5711	0.5771	0.5873	0.5906	0.5939	0.5965	0.6	0.6079	0.6098
EWMA	0.5518	0.6327	0.6696	0.6901	0.709	0.7162	0.7259	0.7331	0.7349	0.7398
LsGreedy	0.9691	0.9787	0.9767	0.9764	0.9702	0.962	0.9506	0.8514	0.7307	0.6082
P-Single-Soft	0.971	0.9718	0.9741	0.9744	0.9752	0.9743	0.9741	0.9708	0.9659	0.9654
S-Multi-Soft	0.9708	0.9738	0.9745	0.976	0.975	0.9763	0.9745	0.9737	0.9729	0.9709
C-Soft	0.9803	0.9843	0.9843	0.9855	0.9831	0.9852	0.9826	0.9812	0.9792	0.9789
